Text,Sentiment
Argh noo! Missed The Killers on Wossy!  That sucks! Missed out on Brandon. Total failure! Anyone know if it`s repeated? Must investigate!,negative
seriously bored without anyone to talk to... but not tired enough for sleep,negative
 I am lost. Please help me find a good home.,negative
"It`s a Peter & Gordon morning  -> And I, go to pieces and I wanna hide / Go to pieces and I almost die / Ever... ? http://blip.fm/~5yk38",neutral
Ok so I`ve now got a bit of a bad back after lifting all drum hardware into my car   downer.,negative
 LMAO... Smh!  that one threw me off.,neutral
 oh nice going!,positive
Is getting ready for work... Working all weekend,neutral
Gonna celebrate Mothers Day with the family but gonna start the partying tonite,positive
 i agree with you!,positive
 I only do computers. Am hopeless at everything else,negative
"90 degrees, gross skies, and thunderstorms...perfect match for my mood  lol",positive
This isn't good.,negative
This is not good.,negative
_2nd aww thanks!,positive
 Sorry RB is on PS3 for me,negative
I saw amazing heeels. But they were too big,neutral
I just stuck my finger down my throat and there are a bunch of bumps on my tongue & throat.,negative
dang last url went down  ? http://blip.fm/~7aigm,negative
" ohoh i missed all ur tweets  im gonna have to stay awake all night to see the announcement now, **** time difference",negative
 Damnit all. That sucks.  You were one of the ones I thought I`d drag back lol,negative
 my boss. She`s moving to NYC,neutral
this is sooo crazy i have fever..,negative
im going to pune,neutral
im going to somewhere,neutral
is spending her Saturday morning taking notes for a research essay because some stupid **** recalled the book I`m using. Not fair,negative
I think i need some new friends,neutral
 Looking forward to your gig in Ireland!!!  See ya there!,neutral
I' watching a movie name Adimurie,positive
aww  you loooove me,positive
"is hungry, twitter.  i want food.",neutral
awesome lucky you,positive
" yea, i should know.. but tell me EVERYTHING!  ps: send me direct messages telling..   haha",neutral
" haha im jewish, i love that one",positive
"had a great time out in the beer garden wit the boyos !! I think the sun got to me a bit though, feel a bit ill !!",neutral
 l`m on 3 days too matt. No fun this weekend.,negative
 u really don`t think so?  maybe ur right....lol. btw what phone u using? think u told me b4...i might have an app for u,neutral
 I feel your pain. Mine is the same way,negative
comes home in two days,neutral
 Sadly no. It didn`t come with one...,negative
Cant wait to see my boy tomorrow,positive
 ehhh no. just a check up. I have a dentist app next week though. getting my molar pulled/root canal.,neutral
 aww I miss driving down elmwood,negative
Omg Wango Tango was **** AWSOME! I love my baby for taking me,positive
"Version 2 of our live, interactive Trans-Siberian ticket planner is launched",positive
_30439 I really wish I could go!,positive
" yeah real hard, but I know you`ll get by with it... smile",neutral
 I`m 25 in december that`s not good at all next big birthday is 30  after 21 it flys by for sure,negative
  This has made my night!!  Way too funny!!,positive
Woo CAVS.  Happy Mother`s Day!,positive
 I make that same face when I get home and your mom is watching soaps.,neutral
I have to go to work now.,neutral
 I can`t believe you went and got boba without me.,neutral
"  And to you too, how are you today?",neutral
 Thanks for the warm welcome! We didn`t make plans   because our arrival time was so up in the air.,positive
19 days and counting,neutral
 sorry  friends - I`m swamped with deadlines right now and we have family visiting to boot! No charades for me.,negative
BRAINFREEZE,neutral
Just discovered a shortcoming of Gravity. When you use Twitpic (integrated) it doesn`t subtract the pic URL from the 140 character limit,neutral
"My sunburn is peeling,",negative
perky purple nail polish isn`t as perky when its chipped,neutral
"http://twitpic.com/4sx96 - before they put a CAMERA in the smokers pit.  i can no longer vandalize that door, without being caught.",neutral
Laying ALONE!! Since Mook`s soo comfy in his f`n play pen. I thought it was ill at first now I don`t have no one to cuddle with...,negative
I hate the dentist,negative
" nothing aimed at you, just joining in...sorry",negative
I`m taking a twitter break. Cell is dying,negative
i like mangos,positive
ML is my favourite subject,positive
apple is my favourite fruit,positive
i like trees,positive
rainy is my favourite season,positive
 qood morninq,neutral
writing my english original writing storyyyyy. and listening to `a little respect` by erasure  aaaaaah.,neutral
needs more followers,neutral
I wish I could get my nails done  stupid job,negative
The little wormy from labyrinth sadly passed away today but its ok as hes still around in a happy ghost form aww  http://twitpic.com/67aim,neutral
 the 'no pants' idea could be the new attempt world-wide to attract business back to the airlines.,neutral
 Have a good one,positive
" yep infact she is popular, miss india 99, talented film actress .... and lot more",positive
Dosen`t Want To Go To Work Tomorrow,negative
Daniel has won DSDS. His voice is great.,positive
I need blood O ,neutral
was hoping to go to Red Lobster this weekend,neutral
_x_ATL u mean jack barakat`s?! wow so have u ever gone to his house? Hehe i mean ur ssoo lucky to have the address!,positive
I sure do hope it becomes 4:20 this afternoon ...,positive
This is not bad.,positive
This isn't bad.,positive
 it means that you are now FAMOUS. Congrats!,positive
My phone passed away yesterday.. He jumped off the table  Searching for a new phone...,negative
"I have such fantastic friends, including several ones met through here! thanks for being in my life - you are such amazing people!",positive
tamlyn wishes she was as cool as my sock draw,positive
 so no rice or crusty bread with the chili .... aawww,neutral
"  We are of like minds this evening , my dear!",neutral
come and save me from my packing please?!,neutral
"Yes, I love tea. If that makes me typically English then so be it",positive
 a mouth for sure,positive
_dec0de I finally just have 1 hour of history... at 3.00 pm! but I went to my highschool at 8.00 am to make some homework with a friend,neutral
 pancakes!! with lemon and sugar thanks!,positive
" Si, no bueno  I guess I just don`t entertain him ",negative
I`m so hunrgy right now and these heels kill me I can hardly walk in them,negative
both electronic keys stopped working. there is no keyhole! cant get in my car. so much for technology,negative
" Yay, three followers! Good to know more than one person in this big wide world likes fishies.",positive
'my name is Tony!!!!!! ...not hey!!!!' -  poor tony,negative
Goodmorning,positive
Took a shift tomorrow.    I don`t really feel like working right now.,negative
" I love mine, too . happy motherÃ¯Â¿Â½s day to your mom , John Taylor  . much love to you, too .",positive
Saw a black snake in the garden.  Went back for a picture and it was gone,neutral
http://twitpic.com/4wukt - We bought Ludi her own rug. Dogs are the best,positive
No waterfront anymore   faccia luna and clarendon will have to do,negative
loves her mum very much! Happy Mothers Day to all the wonderful mothers out there,positive
Slipped up and caught the flu  feeling like poop!,negative
"i have an urge to play wow but i have to wait 2 weeks til im at my dads! 5+47DAYS TIL MCFLY, im so excited  (L)",positive
